name,party,status,reason,profileUrl,currentImage,imageSource,imageSourceUrl,preferredSourceType,searchHints,checkedSources,candidatePageUrls,notes
"逢沢一郎","自由民主党・無所属の会","review","face_too_far","","https://upload.wikimedia.org/wikipedia/commons/4/46/Ichir%C5%8D_Aisawa_20230116_geta_zoutei.jpg","wikipedia","https://ja.wikipedia.org/wiki/%E9%80%A2%E6%B2%A2%E4%B8%80%E9%83%8E","official_or_party","衆議院 | 自由民主党・無所属の会 | 議員 | 逢沢一郎 | プロフィール | 顔写真","","",""
"向山好一","国民民主党・無所属クラブ","missing","no_image","","","","","official_or_party","衆議院 | 国民民主党・無所属クラブ | 議員 | 向山好一 | プロフィール | 顔写真","","",""
"森ようすけ","国民民主党・無所属クラブ","missing","no_image","","","","","official_or_party","衆議院 | 国民民主党・無所属クラブ | 議員 | 森ようすけ | プロフィール | 顔写真","","",""
"石川勝","参政党","missing","no_image","","","","","official_or_party","衆議院 | 参政党 | 議員 | 石川勝 | プロフィール | 顔写真","","",""
"川裕一郎","参政党","missing","no_image","","","","","official_or_party","衆議院 | 参政党 | 議員 | 川裕一郎 | プロフィール | 顔写真","","",""
"豊田真由子","参政党","missing","no_image","","","","","official_or_party","衆議院 | 参政党 | 議員 | 豊田真由子 | プロフィール | 顔写真","","",""
"吉川里奈","参政党","missing","no_image","","","","","official_or_party","衆議院 | 参政党 | 議員 | 吉川里奈 | プロフィール | 顔写真","","",""
"和田政宗","参政党","missing","no_image","","","","","official_or_party","衆議院 | 参政党 | 議員 | 和田政宗 | プロフィール | 顔写真","","",""
"須田英太郎","チームみらい","missing","no_image","","","","","official_or_party","衆議院 | チームみらい | 議員 | 須田英太郎 | プロフィール | 顔写真","","",""
"高山聡史","チームみらい","missing","no_image","","","","","official_or_party","衆議院 | チームみらい | 議員 | 高山聡史 | プロフィール | 顔写真","","",""
"塩川鉄也","日本共産党","missing","no_image","","","","","official_or_party","衆議院 | 日本共産党 | 議員 | 塩川鉄也 | プロフィール | 顔写真","","",""
"辰巳孝太郎","日本共産党","missing","no_image","","","","","official_or_party","衆議院 | 日本共産党 | 議員 | 辰巳孝太郎 | プロフィール | 顔写真","","",""
"田村智子","日本共産党","missing","no_image","","","","","official_or_party","衆議院 | 日本共産党 | 議員 | 田村智子 | プロフィール | 顔写真","","",""
"畑野君枝","日本共産党","missing","no_image","","","","","official_or_party","衆議院 | 日本共産党 | 議員 | 畑野君枝 | プロフィール | 顔写真","","",""
"石井啓一","無所属","missing","no_image","","","","","official_or_party","衆議院 | 無所属 | 議員 | 石井啓一 | プロフィール | 顔写真","","",""
"河村たかし","無所属","missing","no_image","","","","","official_or_party","衆議院 | 無所属 | 議員 | 河村たかし | プロフィール | 顔写真","","",""
"森英介","無所属","missing","no_image","","","","","official_or_party","衆議院 | 無所属 | 議員 | 森英介 | プロフィール | 顔写真","","",""
"山本ジョージ","無所属","missing","no_image","","","","","official_or_party","衆議院 | 無所属 | 議員 | 山本ジョージ | プロフィール | 顔写真","","",""
